Filename,Name from collaborator,Sample Name,Species,Matrix,Growth-Harvest Conditions,Treatment,Project ID
BRYU005_Neg_SA0079_QE2_HILIC_257,SA0079,BRYU005_SA0079,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 7 SAAC2-wVitaminMix-wVk-wGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-wGlucose,BRYU005
BRYU005_Pos_SA0091_QE2_HILIC_258,SA0091,BRYU005_SA0091,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 19 SAAC2-wSugarMix-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wBileAcids,BRYU005
BRYU005_Neg_SA0091_QE2_HILIC_259,SA0091,BRYU005_SA0091,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 19 SAAC2-wSugarMix-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wBileAcids,BRYU005
BRYU005_Pos_SA0111_QE2_HILIC_260,SA0111,BRYU005_SA0111,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 15 SAAC2-wSugarMix-noAAA passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA,BRYU005
BRYU005_Neg_SA0111_QE2_HILIC_261,SA0111,BRYU005_SA0111,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 15 SAAC2-wSugarMix-noAAA passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA,BRYU005
BRYU005_Pos_SA0112_QE2_HILIC_262,SA0112,BRYU005_SA0112,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 16 SAAC2-wSugarMix-onlyAAA passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA,BRYU005
BRYU005_Neg_SA0112_QE2_HILIC_263,SA0112,BRYU005_SA0112,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 16 SAAC2-wSugarMix-onlyAAA passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA,BRYU005
BRYU005_Pos_SA0120_QE2_HILIC_264,SA0120,BRYU005_SA0120,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 24 SAAC2-noAA-wMucin-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin-wBileAcids,BRYU005
BRYU005_Neg_SA0120_QE2_HILIC_265,SA0120,BRYU005_SA0120,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 24 SAAC2-noAA-wMucin-wBileAcids passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin-wBileAcids,BRYU005
BRYU005_Pos_SA0097_QE2_HILIC_266,SA0097,BRYU005_SA0097,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 1 BHI-wVk-wHemin passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin,BRYU005
BRYU005_Neg_SA0097_QE2_HILIC_267,SA0097,BRYU005_SA0097,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 1 BHI-wVk-wHemin passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin,BRYU005
BRYU005_Pos_SA0088_QE2_HILIC_268,SA0088,BRYU005_SA0088,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 16 SAAC2-wSugarMix-onlyAAA passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA,BRYU005
BRYU005_Neg_SA0088_QE2_HILIC_269,SA0088,BRYU005_SA0088,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 16 SAAC2-wSugarMix-onlyAAA passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA,BRYU005
BRYU005_Pos_SA0077_QE2_HILIC_274,SA0077,BRYU005_SA0077,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 5 SAAC2-wVitaminMix-noVk-noGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Neg_SA0077_QE2_HILIC_275,SA0077,BRYU005_SA0077,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 5 SAAC2-wVitaminMix-noVk-noGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Pos_SA0105_QE2_HILIC_276,SA0105,BRYU005_SA0105,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 9 SAAC2-noVitaminMix-noVk-wGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-wGlucose,BRYU005
BRYU005_Neg_SA0105_QE2_HILIC_277,SA0105,BRYU005_SA0105,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 9 SAAC2-noVitaminMix-noVk-wGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-wGlucose,BRYU005
BRYU005_Pos_SA0098_QE2_HILIC_278,SA0098,BRYU005_SA0098,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 2 BHI-wVk-wHemin-wMucin passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin-wMucin,BRYU005
BRYU005_Neg_SA0098_QE2_HILIC_279,SA0098,BRYU005_SA0098,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 2 BHI-wVk-wHemin-wMucin passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin-wMucin,BRYU005
BRYU005_Pos_SA0099_QE2_HILIC_280,SA0099,BRYU005_SA0099,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 3 YCFAC passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,YCFAC,BRYU005
BRYU005_Neg_SA0099_QE2_HILIC_281,SA0099,BRYU005_SA0099,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 3 YCFAC passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,YCFAC,BRYU005
BRYU005_Pos_SA0141_QE2_HILIC_282,SA0141,BRYU005_SA0141,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 21 SAAC2-wSugarMix-noAA-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA-wBileAcids,BRYU005
BRYU005_Neg_SA0141_QE2_HILIC_283,SA0141,BRYU005_SA0141,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 21 SAAC2-wSugarMix-noAA-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA-wBileAcids,BRYU005
BRYU005_Pos_SA0095_QE2_HILIC_284,SA0095,BRYU005_SA0095,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 23 SAAC2-wSugarMix-onlyAAA-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA-wBileAcids,BRYU005
BRYU005_Neg_SA0095_QE2_HILIC_285,SA0095,BRYU005_SA0095,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 23 SAAC2-wSugarMix-onlyAAA-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA-wBileAcids,BRYU005
BRYU005_Pos_SA0085_QE2_HILIC_286,SA0085,BRYU005_SA0085,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 13 SAAC2-wSugarMix-wSCFAC passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wSCFAC,BRYU005
BRYU005_Neg_SA0085_QE2_HILIC_287,SA0085,BRYU005_SA0085,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 13 SAAC2-wSugarMix-wSCFAC passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-wSCFAC,BRYU005
BRYU005_Pos_SA0143_QE2_HILIC_288,SA0143,BRYU005_SA0143,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 23 SAAC2-wSugarMix-onlyAAA-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA-wBileAcids,BRYU005
BRYU005_Neg_SA0143_QE2_HILIC_289,SA0143,BRYU005_SA0143,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 23 SAAC2-wSugarMix-onlyAAA-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-onlyAAA-wBileAcids,BRYU005
BRYU005_Pos_SA0090_QE2_HILIC_290,SA0090,BRYU005_SA0090,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 18 SAAC2-noAA-wMucin passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin,BRYU005
BRYU005_Neg_SA0090_QE2_HILIC_291,SA0090,BRYU005_SA0090,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 18 SAAC2-noAA-wMucin passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin,BRYU005
BRYU005_Pos_SA0078_QE2_HILIC_292,SA0078,BRYU005_SA0078,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 6 SAAC2-wVitaminMix-wVk-noGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-noGlucose,BRYU005
BRYU005_Neg_SA0078_QE2_HILIC_293,SA0078,BRYU005_SA0078,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 6 SAAC2-wVitaminMix-wVk-noGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-noGlucose,BRYU005
BRYU005_Pos_SA0114_QE2_HILIC_298,SA0114,BRYU005_SA0114,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 18 SAAC2-noAA-wMucin passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin,BRYU005
BRYU005_Neg_SA0114_QE2_HILIC_299,SA0114,BRYU005_SA0114,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 18 SAAC2-noAA-wMucin passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin,BRYU005
BRYU005_Pos_SA0087_QE2_HILIC_300,SA0087,BRYU005_SA0087,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 15 SAAC2-wSugarMix-noAAA passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA,BRYU005
BRYU005_Neg_SA0087_QE2_HILIC_301,SA0087,BRYU005_SA0087,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 15 SAAC2-wSugarMix-noAAA passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA,BRYU005
BRYU005_Pos_SA0100_QE2_HILIC_302,SA0100,BRYU005_SA0100,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 4 MegaMedia-wSugarMix passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,MegaMedia-wSugarMix,BRYU005
BRYU005_Neg_SA0100_QE2_HILIC_303,SA0100,BRYU005_SA0100,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 4 MegaMedia-wSugarMix passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,MegaMedia-wSugarMix,BRYU005
BRYU005_Pos_SA0121_QE2_HILIC_304,SA0121,BRYU005_SA0121,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 1 BHI-wVk-wHemin passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin,BRYU005
BRYU005_Neg_SA0121_QE2_HILIC_305,SA0121,BRYU005_SA0121,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 1 BHI-wVk-wHemin passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin,BRYU005
BRYU005_Pos_SA0102_QE2_HILIC_306,SA0102,BRYU005_SA0102,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 6 SAAC2-wVitaminMix-wVk-noGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-noGlucose,BRYU005
BRYU005_Neg_SA0102_QE2_HILIC_307,SA0102,BRYU005_SA0102,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 6 SAAC2-wVitaminMix-wVk-noGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-noGlucose,BRYU005
BRYU005_Pos_SA0093_QE2_HILIC_308,SA0093,BRYU005_SA0093,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 21 SAAC2-wSugarMix-noAA-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA-wBileAcids,BRYU005
BRYU005_Neg_SA0093_QE2_HILIC_309,SA0093,BRYU005_SA0093,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 21 SAAC2-wSugarMix-noAA-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA-wBileAcids,BRYU005
BRYU005_Pos_SA0123_QE2_HILIC_310,SA0123,BRYU005_SA0123,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 3 YCFAC passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,YCFAC,BRYU005
BRYU005_Neg_SA0123_QE2_HILIC_311,SA0123,BRYU005_SA0123,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 3 YCFAC passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,YCFAC,BRYU005
BRYU005_Pos_SA0096_QE2_HILIC_312,SA0096,BRYU005_SA0096,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 24 SAAC2-noAA-wMucin-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin-wBileAcids,BRYU005
BRYU005_Neg_SA0096_QE2_HILIC_313,SA0096,BRYU005_SA0096,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 24 SAAC2-noAA-wMucin-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin-wBileAcids,BRYU005
BRYU005_Pos_SA0144_QE2_HILIC_314,SA0144,BRYU005_SA0144,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 24 SAAC2-noAA-wMucin-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin-wBileAcids,BRYU005
BRYU005_Neg_SA0144_QE2_HILIC_315,SA0144,BRYU005_SA0144,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 24 SAAC2-noAA-wMucin-wBileAcids passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wMucin-wBileAcids,BRYU005
BRYU005_Pos_SA0076_QE2_HILIC_316,SA0076,BRYU005_SA0076,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 4 MegaMedia-wSugarMix passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,MegaMedia-wSugarMix,BRYU005
BRYU005_Neg_SA0076_QE2_HILIC_317,SA0076,BRYU005_SA0076,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 4 MegaMedia-wSugarMix passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,MegaMedia-wSugarMix,BRYU005
BRYU005_Pos_SA0089_QE2_HILIC_322,SA0089,BRYU005_SA0089,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 17 SAAC2-noAA-wPeptone passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wPeptone,BRYU005
BRYU005_Neg_SA0089_QE2_HILIC_323,SA0089,BRYU005_SA0089,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 17 SAAC2-noAA-wPeptone passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noAA-wPeptone,BRYU005
BRYU005_Pos_SA0128_QE2_HILIC_324,SA0128,BRYU005_SA0128,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 8 SAAC2-noVitaminMix-noVk-noGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Neg_SA0128_QE2_HILIC_325,SA0128,BRYU005_SA0128,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 8 SAAC2-noVitaminMix-noVk-noGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Pos_SA0134_QE2_HILIC_326,SA0134,BRYU005_SA0134,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 14 SAAC2-wSugarMix-noAA passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA,BRYU005
BRYU005_Neg_SA0134_QE2_HILIC_327,SA0134,BRYU005_SA0134,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 14 SAAC2-wSugarMix-noAA passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA,BRYU005
BRYU005_Pos_SA0086_QE2_HILIC_328,SA0086,BRYU005_SA0086,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 14 SAAC2-wSugarMix-noAA passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA,BRYU005
BRYU005_Neg_SA0086_QE2_HILIC_329,SA0086,BRYU005_SA0086,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 14 SAAC2-wSugarMix-noAA passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA,BRYU005
BRYU005_Pos_SA0075_QE2_HILIC_330,SA0075,BRYU005_SA0075,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 3 YCFAC passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,YCFAC,BRYU005
BRYU005_Neg_SA0075_QE2_HILIC_331,SA0075,BRYU005_SA0075,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 3 YCFAC passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,YCFAC,BRYU005
BRYU005_Pos_SA0074_QE2_HILIC_332,SA0074,BRYU005_SA0074,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 2 BHI-wVk-wHemin-wMucin passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin-wMucin,BRYU005
BRYU005_Neg_SA0074_QE2_HILIC_333,SA0074,BRYU005_SA0074,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 2 BHI-wVk-wHemin-wMucin passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,BHI-wVk-wHemin-wMucin,BRYU005
BRYU005_Pos_SA0103_QE2_HILIC_334,SA0103,BRYU005_SA0103,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 7 SAAC2-wVitaminMix-wVk-wGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-wGlucose,BRYU005
BRYU005_Neg_SA0103_QE2_HILIC_335,SA0103,BRYU005_SA0103,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 7 SAAC2-wVitaminMix-wVk-wGlucose passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-wGlucose,BRYU005
BRYU005_Pos_SA0125_QE2_HILIC_336,SA0125,BRYU005_SA0125,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 5 SAAC2-wVitaminMix-noVk-noGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Neg_SA0125_QE2_HILIC_337,SA0125,BRYU005_SA0125,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 5 SAAC2-wVitaminMix-noVk-noGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-noVk-noGlucose,BRYU005
BRYU005_Pos_SA0081_QE2_HILIC_338,SA0081,BRYU005_SA0081,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 9 SAAC2-noVitaminMix-noVk-wGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-wGlucose,BRYU005
BRYU005_Neg_SA0081_QE2_HILIC_339,SA0081,BRYU005_SA0081,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 9 SAAC2-noVitaminMix-noVk-wGlucose passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-noVitaminMix-noVk-wGlucose,BRYU005
BRYU005_Pos_SA0126_QE2_HILIC_340,SA0126,BRYU005_SA0126,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 6 SAAC2-wVitaminMix-wVk-noGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-noGlucose,BRYU005
BRYU005_Neg_SA0126_QE2_HILIC_341,SA0126,BRYU005_SA0126,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 6 SAAC2-wVitaminMix-wVk-noGlucose passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wVitaminMix-wVk-noGlucose,BRYU005
BRYU005_Pos_SA0110_QE2_HILIC_346,SA0110,BRYU005_SA0110,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 14 SAAC2-wSugarMix-noAA passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA,BRYU005
BRYU005_Neg_SA0110_QE2_HILIC_347,SA0110,BRYU005_SA0110,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 14 SAAC2-wSugarMix-noAA passage 4 replicate 2 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAA,BRYU005
BRYU005_Pos_SA0132_QE2_HILIC_348,SA0132,BRYU005_SA0132,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 12 SAAC2-wSugarMix passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix,BRYU005
BRYU005_Neg_SA0132_QE2_HILIC_349,SA0132,BRYU005_SA0132,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 12 SAAC2-wSugarMix passage 4 replicate 3 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix,BRYU005
BRYU005_Pos_SA0094_QE2_HILIC_350,SA0094,BRYU005_SA0094,Community1-with-Clostridium-sporogenes,Bacterial-Supernatant,Supernatant of full synthetic community with Clostridium sporogenes grown in Media 22 SAAC2-wSugarMix-noAAA-wBileAcids passage 4 replicate 1 in Anaerobic condition at 37C for 60 hrs,SAAC2-wSugarMix-noAAA-wBileAcids,BRYU005
